Locus_Tag,Protein Name,Functional_Group_Name,KO_IDs,KEGG_Pathway_IDs,KEGG_Pathway_Names,KEGG_Pathway_Categories,COG_Category_ID,COG_Category_Name,EC_Numbers,EC_Descriptions,GO_IDs,GO_Names,PFAM_Domains,Tags,Subcategories,Confidence_Score,Notes,
BFJEKD_04715,enoyl-ACP reductase FabI,Fatty Acid Biosynthesis Enzyme,['K00208'],['map00061'],['Fatty acid biosynthesis'],['Metabolism'],COG0623,Fatty acid metabolism,"['1.3.1.9', '1.3.1.10']","['enoyl-[acyl-carrier protein] reductase (NADH)', 'enoyl-[acyl-carrier protein] reductase (NADPH)']","['GO:0006633', 'GO:0016491', 'GO:0004321', 'GO:0016787', 'GO:0005506', 'GO:0005829', 'GO:0005737', 'GO:0004312', 'GO:0004313', 'GO:0004314']","['fatty acid biosynthetic process', 'oxidoreductase activity', 'enoyl-[acyl-carrier-protein] reductase activity', 'hydrolase activity', 'iron ion binding', 'cytosol', 'cytoplasm', '3-oxoacyl-[acyl-carrier-protein] synthase activity', '3-oxoacyl-[acyl-carrier-protein] reductase activity', 'enoyl-[acyl-carrier-protein] reductase activity']","[{'id': 'PF13561', 'name': 'Adh_short_C2'}]","['fatty acid biosynthesis', 'oxidoreductase', 'NADH-dependent enzyme']",['Cell Wall & Envelope Biogenesis'],High,"Complete annotation with KO, EC, GO, and COG consistent; key enzyme in fatty acid biosynthesis pathway, suitable for grouping in lipid metabolism and differential expression under metabolic shifts.",
BFJEKD_04720,rhodoquinone biosynthesis methyltransferase RquA,Methyltransferase Involved in Quinone Biosynthesis,,,,,COG2226,Methyltransferases,,,,,"[{'id': 'PF08241', 'name': 'Methyltransf_25'}]","['methyltransferase', 'quinone biosynthesis', 'cofactor biosynthesis']","['Protein Folding, Quality Control & Stress Response']",Medium,No KO or EC assigned; COG and PFAM indicate methyltransferase function likely involved in rhodoquinone biosynthesis; annotation could be improved with experimental validation or homology searches.,
BFJEKD_04725,ubiquinone-binding protein COQ10,Coenzyme Q Binding and Lipid Transport Protein,['K18588'],['map00130'],['Ubiquinone and other terpenoid-quinone biosynthesis'],['Metabolism'],COG2867,Lipid transport and metabolism,,,"['GO:0048039', 'GO:0005739', 'GO:0045333']","['quinone binding', 'cytoplasm', 'lipid transport']","[{'id': 'PF02801', 'name': 'Polyketide_cyc'}]","['coenzyme Q binding', 'lipid transport', 'quinone biosynthesis']",['Toxin-Antitoxin & Phage Defense'],High,Well-annotated with KO and COG supporting role in quinone biosynthesis and lipid transport; useful for grouping in electron transport and membrane-associated processes.,
BFJEKD_04730,DNA-binding response regulator CitB,Two-Component System Response Regulator,,,,,COG2197,Signal transduction mechanisms,,,"['GO:0000160', 'GO:0003677', 'GO:0006355']","['two-component signal transduction system', 'DNA binding', 'regulation of transcription, DNA-templated']","[{'id': 'PF00196', 'name': 'Response_reg'}, {'id': 'PF00126', 'name': 'GerE'}]","['two-component system', 'response regulator', 'transcription regulation']",['Toxin-Antitoxin & Phage Defense'],High,Classic two-component response regulator with receiver and DNA-binding domains; important for regulatory network grouping and differential expression under environmental stimuli.,
BFJEKD_04735,GGDEF domain-containing protein,Cyclic-di-GMP Signaling Protein,,,,,COG2200,Signal transduction mechanisms,,,['GO:0071111'],['cyclic di-GMP biosynthetic process'],"[{'id': 'PF00990', 'name': 'GGDEF'}, {'id': 'PF00501', 'name': 'EAL'}, {'id': 'PF00571', 'name': 'CBS'}]","['cyclic-di-GMP signaling', 'diguanylate cyclase', 'signal transduction']",['Cell Wall & Envelope Biogenesis'],High,Contains GGDEF and EAL domains indicating roles in cyclic-di-GMP metabolism; key for biofilm formation and motility regulation; important for signaling pathway grouping.,
BFJEKD_04740,isoprenoid biosynthesis glyoxalase ElbB,Isoprenoid Biosynthesis / Glyoxalase Family Protein,['K27835'],['map00900'],['Terpenoid backbone biosynthesis'],['Metabolism'],COG3155,Function unknown,,,,,"[{'id': 'PF01965', 'name': 'DJ-1/PfpI'}]","['isoprenoid biosynthesis', 'glyoxalase', 'metabolism']",['Polyhydroxyalkanoates & Storage Lipids'],Medium,"KO annotation supports involvement in terpenoid backbone biosynthesis; EC and GO terms missing, limiting functional detail.",
BFJEKD_04745,carboxypeptidase M32,Peptidase / Proteolysis,['K01299'],['map03070'],['Bacterial secretion system'],['Cellular Processes'],COG2317,"Posttranslational modification, protein turnover, chaperones",['3.4.17.19'],['carboxypeptidase Taq'],"['GO:0050897', 'GO:0008270', 'GO:0006508', 'GO:0046872', 'GO:0004181']","['metal ion binding', 'zinc ion binding', 'proteolysis', 'metal-dependent hydrolase activity', 'carboxypeptidase activity']","[{'id': 'PF01546', 'name': 'Peptidase_M32'}]","['carboxypeptidase', 'protease', 'protein turnover']",['Unknown & Hypothetical Proteins'],High,"Complete KO, EC, GO, and PFAM annotations support confident functional assignment as a broad specificity carboxypeptidase.",
BFJEKD_04750,threonine synthase,Amino Acid Biosynthesis / Threonine Synthase,['K01733'],['map00260'],"['Glycine, serine and threonine metabolism']",['Metabolism'],COG0498,Amino acid transport and metabolism,['4.2.3.1'],['threonine synthase'],"['GO:0008270', 'GO:0043171', 'GO:0004412', 'GO:0006541', 'GO:0006508', 'GO:0009097', 'GO:0006419', 'GO:0016020', 'GO:0005737', 'GO:0005886']","['metal ion binding', 'cellular amino acid metabolic process', 'threonine synthase activity', 'cellular amino acid biosynthetic process', 'proteolysis', 'threonine biosynthetic process', 'translation', 'membrane', 'mitochondrion', 'plasma membrane']","[{'id': 'PF00155', 'name': 'PALP'}, {'id': 'PF01202', 'name': 'Thr_synth_N'}]","['threonine biosynthesis', 'amino acid biosynthesis', 'PLP-dependent enzyme']",['Unknown & Hypothetical Proteins'],High,"Complete KO, EC, GO, and PFAM annotations confirm role in threonine biosynthesis; suitable for grouping in amino acid metabolism.",
BFJEKD_04755,peptidase M16,Metallopeptidase / Proteolysis,['K07263'],['map03070'],['Bacterial secretion system'],['Cellular Processes'],COG0612,"Posttranslational modification, protein turnover, chaperones",['3.4.24.-'],['zinc protease'],"['GO:0006509', 'GO:0046872', 'GO:0008233', 'GO:0004222', 'GO:0008235', 'GO:0008238', 'GO:0004181', 'GO:0016020', 'GO:0005737', 'GO:0005576']","['proteolysis', 'metal-dependent hydrolase activity', 'metalloendopeptidase activity', 'metallopeptidase activity', 'metalloexopeptidase activity', 'metalloprotease activity', 'carboxypeptidase activity', 'membrane', 'mitochondrion', 'extracellular region']","[{'id': 'PF00675', 'name': 'Peptidase_M16'}, {'id': 'PF05163', 'name': 'Peptidase_M16_C'}]","['metallopeptidase', 'protease', 'protein turnover']",['Secretion & Transport Systems'],High,KO and PFAM domains confirm metallopeptidase function; broad GO terms support proteolytic activity.,
BFJEKD_04760,Multidrug efflux pump subunit AcrA (membrane-fusion protein),Membrane Transport / Multidrug Efflux System,['K13888'],['map02010'],['ABC transporters'],['Membrane Transport'],COG0845,"Cell envelope biogenesis, outer membrane",,,"['GO:0016020', 'GO:0022857', 'GO:0055085', 'GO:1990961', 'GO:1990195', 'GO:1990281', 'GO:0015562', 'GO:0019898']","['membrane', 'transmembrane transporter activity', 'active transmembrane transporter activity', 'macrolide efflux', 'drug transmembrane transporter activity', 'multidrug efflux', 'proton-transporting ATPase activity', 'ATPase activity']","[{'id': 'PF03747', 'name': 'HlyD_D23'}]","['multidrug efflux', 'membrane transporter', 'membrane fusion protein']",['Secretion & Transport Systems'],High,KO and PFAM domain confirm role in multidrug efflux; GO terms support membrane transporter function.,
BFJEKD_04765,Macrolide export ATP-binding/permease protein MacB,ABC Transporter ATP-binding/permease Protein,"['K02003', 'K02004', 'K05685']","['ko02010', 'ko01502']","['ABC transporters', 'Antimicrobial resistance']","['Membrane transport', 'Drug resistance']",COG1136,"ABC-type multidrug transport system, ATPase and permease components",['7.6.2.-'],['ATPase involved in transmembrane movement of substances'],"['GO:0005524', 'GO:0016021', 'GO:0055085', 'GO:0006810', 'GO:0003674', 'GO:0005737', 'GO:0005886', 'GO:0006914', 'GO:0009405', 'GO:0008150']","['ATP binding', 'integral component of membrane', 'active transmembrane transporter activity', 'transport', 'molecular_function', 'cytoplasm', 'plasma membrane', 'apoptotic process', 'response to stress', 'biological_process']","[{'id': 'PF00005', 'name': 'ABC transporter ATP-binding domain (ABC_tran)'}, {'id': 'PF02687', 'name': 'FtsX-like permease family (FtsX)'}, {'id': 'PF06472', 'name': 'MacB periplasmic core domain (MacB_PCD)'}]","['ABC transporter', 'macrolide export', 'membrane transporter', 'drug resistance', 'ATPase']",['Secretion & Transport Systems'],High,Comprehensive annotation with multiple KO terms indicating both ATP-binding and permease components of MacB transporter; GO and PFAM domains support function in macrolide export and multidrug resistance.,
BFJEKD_04770,Outer membrane protein TolC,Outer Membrane Efflux Protein,['K18139'],['ko01502'],['Antimicrobial resistance'],['Drug resistance'],COG1538,Outer membrane protein involved in multidrug efflux,,,"['GO:0016020', 'GO:0022857', 'GO:0055085', 'GO:0015562']","['membrane', 'transmembrane transporter activity', 'active transmembrane transporter activity', 'metal ion transport']","[{'id': 'PF02321', 'name': 'Outer membrane efflux protein (OEP)'}]","['outer membrane protein', 'efflux pump', 'drug resistance', 'membrane transporter']",['Carbon Concentrating & Fixation'],High,Well-annotated TolC outer membrane channel protein involved in multidrug efflux systems; key for grouping with efflux pump components in resistance studies.,
BFJEKD_04775,Putative nucleic acid-binding protein with Zn-ribbon domain,Nucleic Acid Binding Proteins,,,,,COG2331,General function prediction only,,,,,"[{'id': 'PF08879', 'name': 'Zn_ribbon_8'}]","['nucleic acid binding', 'regulatory protein', 'Zn-ribbon domain']",['Amino Acid Biosynthesis'],Medium,"Annotation based on COG and PFAM domain indicating nucleic acid binding and regulatory function; lacks KO and GO terms, limiting functional specificity.",
BFJEKD_04780,ParE toxin of type II toxin-antitoxin system,Toxin-Antitoxin System Proteins,['K19092'],['ko02024'],['Bacterial secretion system'],['Cellular Processes'],COG3668,Toxin-antitoxin system,,,,,"[{'id': 'PF05016', 'name': 'ParE_toxin'}]","['toxin-antitoxin system', 'toxin', 'plasmid stabilization']",['Unknown & Hypothetical Proteins'],High,KO assignment confirms toxin function in type II toxin-antitoxin system; no EC or GO terms typically assigned to toxins.,
BFJEKD_04785,ParD family antitoxin of type II toxin-antitoxin system,Toxin-Antitoxin System Proteins,['K07746'],['ko02024'],['Bacterial secretion system'],['Cellular Processes'],COG3609,Toxin-antitoxin system,,,['GO:0006355'],"['regulation of transcription, DNA-templated']","[{'id': 'PF02604', 'name': 'ParD_antitoxin'}, {'id': 'PF01402', 'name': 'RHH_1'}]","['toxin-antitoxin system', 'antitoxin', 'transcriptional regulator']",['Amino Acid Biosynthesis'],High,KO and GO terms support antitoxin and transcriptional regulatory function; PFAM domains consistent with DNA binding.,
BFJEKD_04790,Methyl-accepting chemotaxis protein Tar,Signal Transduction and Chemotaxis,['K03406'],['ko02030'],['Bacterial chemotaxis'],['Environmental Information Processing'],COG0840,Signal transduction mechanisms,,,"['GO:0007165', 'GO:0006935', 'GO:0004888', 'GO:0016020', 'GO:0019825', 'GO:0020037']","['signal transduction', 'chemotaxis', 'transmembrane signaling receptor activity', 'membrane', 'oxygen binding', 'heme binding']","[{'id': 'PF00015', 'name': 'MCPsignal'}, {'id': 'PF01226', 'name': 'Protoglobin'}]","['chemotaxis', 'signal transduction', 'methyl-accepting chemotaxis protein', 'membrane receptor']",['Amino Acid Biosynthesis'],High,"Comprehensive annotation with KO, GO, COG, and PFAM domains; key protein in bacterial chemotaxis signaling.",
BFJEKD_04795,"Transcriptional regulator, XRE-family HTH domain",Transcriptional Regulators,,,,,COG1396,Transcription,,,['GO:0003677'],['DNA binding'],"[{'id': 'PF01381', 'name': 'HTH_3'}]","['transcriptional regulator', 'XRE family', 'helix-turn-helix domain', 'DNA binding']",['Protein Processing & Degradation'],Medium,"Strong evidence for DNA binding transcriptional regulator; lacks KO and pathway data, limiting pathway context.",
BFJEKD_04800,ATP synthase subunit b,F-type ATPase peripheral stalk subunit,['K02109'],['ko00190'],['Oxidative phosphorylation'],['Energy metabolism'],COG0711,ATPase components and related proteins,,,"['GO:0016021', 'GO:0006811', 'GO:0005886', 'GO:0015078', 'GO:0005215', 'GO:0009058', 'GO:0015986', 'GO:0008150', 'GO:0005623', 'GO:0051234']","['integral component of membrane', 'proton transport', 'plasma membrane', 'proton transmembrane transporter activity', 'voltage-gated ion channel activity', 'cellular metabolic process', 'ATP synthesis coupled proton transport', 'biological_process', 'cell', 'establishment of localization']","[{'id': 'PF00689', 'name': 'ATP-synt_B'}]","['ATP synthase', 'F-type ATPase', 'peripheral stalk', 'energy metabolism', 'membrane protein']",['Cell Wall & Envelope Biogenesis'],High,Complete and consistent annotation with KO and PFAM supporting ATP synthase subunit b function; suitable for grouping under oxidative phosphorylation and energy metabolism.,
BFJEKD_04805,ATP synthase subunit b',F-type ATPase peripheral stalk subunit,['K02109'],['ko00190'],['Oxidative phosphorylation'],['Energy metabolism'],COG0711,ATPase components and related proteins,,,"['GO:0016021', 'GO:0006811', 'GO:0005886', 'GO:0015078', 'GO:0005215', 'GO:0009058', 'GO:0015986', 'GO:0008150', 'GO:0005623', 'GO:0051234']","['integral component of membrane', 'proton transport', 'plasma membrane', 'proton transmembrane transporter activity', 'voltage-gated ion channel activity', 'cellular metabolic process', 'ATP synthesis coupled proton transport', 'biological_process', 'cell', 'establishment of localization']","[{'id': 'PF00689', 'name': 'ATP-synt_B'}]","['ATP synthase', 'F-type ATPase', 'peripheral stalk', 'energy metabolism', 'membrane protein']",['Cell Wall & Envelope Biogenesis'],High,Paralog of ATP synthase subunit b with identical KO and PFAM domain; annotation consistent and reliable for grouping in oxidative phosphorylation.,
BFJEKD_04810,F0F1 ATP synthase subunit C,F-type ATPase membrane proton channel subunit,['K02110'],['ko00190'],['Oxidative phosphorylation'],['Energy metabolism'],COG0636,ATPase components and related proteins,,,"['GO:0016021', 'GO:0006811', 'GO:0005886', 'GO:0015078', 'GO:0005215', 'GO:0009058', 'GO:0015986', 'GO:0008150', 'GO:0005623', 'GO:0051234']","['integral component of membrane', 'proton transport', 'plasma membrane', 'proton transmembrane transporter activity', 'voltage-gated ion channel activity', 'cellular metabolic process', 'ATP synthesis coupled proton transport', 'biological_process', 'cell', 'establishment of localization']","[{'id': 'PF00306', 'name': 'ATP-synt_C'}]","['ATP synthase', 'F-type ATPase', 'membrane proton channel', 'energy metabolism', 'membrane protein']","['Protein Folding, Quality Control & Stress Response']",High,Subunit C forms the proton channel of ATP synthase; KO and PFAM domain confirm function; key for energy metabolism grouping.,
BFJEKD_04815,F0F1 ATP synthase subunit A,F-type ATPase membrane proton channel subunit,['K02108'],['ko00190'],['Oxidative phosphorylation'],['Energy metabolism'],COG0356,ATPase components and related proteins,,,"['GO:0016021', 'GO:0006811', 'GO:0005886', 'GO:0015078', 'GO:0005215', 'GO:0009058', 'GO:0015986', 'GO:0008150', 'GO:0005623', 'GO:0051234']","['integral component of membrane', 'proton transport', 'plasma membrane', 'proton transmembrane transporter activity', 'voltage-gated ion channel activity', 'cellular metabolic process', 'ATP synthesis coupled proton transport', 'biological_process', 'cell', 'establishment of localization']","[{'id': 'PF00313', 'name': 'ATP-synt_A'}]","['ATP synthase', 'F-type ATPase', 'membrane proton channel', 'energy metabolism', 'membrane protein']",['Toxin-Antitoxin & Phage Defense'],High,Subunit A is essential for proton translocation; KO and PFAM domain support annotation; important for oxidative phosphorylation grouping.,
BFJEKD_04820,ATP synthase protein I,ATP synthase assembly factor,['K02116'],['ko00190'],['Oxidative phosphorylation'],['Energy metabolism'],COG5336,ATPase assembly and chaperone proteins,,,"['GO:0016021', 'GO:0005886', 'GO:0006811', 'GO:0045263']","['integral component of membrane', 'plasma membrane', 'proton transport', 'protein targeting to membrane']","[{'id': 'PF01926', 'name': 'ATPase_gene1'}]","['ATP synthase', 'assembly factor', 'energy metabolism', 'membrane protein']",['Toxin-Antitoxin & Phage Defense'],High,Protein I is involved in assembly of ATP synthase membrane sector; KO and PFAM domain confirm role; useful for grouping proteins involved in ATP synthase biogenesis.,
